Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
59,Male,High School,52588,34284,411,23879,12,2,Average,Self-Employed,Owned,Divorced,1
54,Female,Bachelor,74492,3201,754,18466,36,3,Bad,Self-Employed,Owned,Single,1
46,Female,Master,26889,32000,372,15101,12,1,Average,Unemployed,Mortgaged,Single,0
35,Female,High School,131688,7577,492,23053,12,2,Bad,Employed,Rented,Married,1
27,Female,High School,130990,13629,774,13730,12,1,Bad,Unemployed,Rented,Single,1
59,Male,Bachelor,114302,41870,572,16799,36,6,Good,Self-Employed,Rented,Married,1
56,Female,PhD,136651,37426,393,7284,60,5,Good,Self-Employed,Mortgaged,Divorced,1
35,Female,Master,49146,7922,814,9056,12,6,Good,Self-Employed,Owned,Single,1
18,Female,PhD,72318,5286,519,31026,12,3,Bad,Unemployed,Owned,Married,1
56,Male,Bachelor,148905,28899,304,18052,48,7,Average,Unemployed,Mortgaged,Divorced,0
38,Female,Master,120082,30763,493,8836,24,4,Average,Self-Employed,Mortgaged,Married,1
18,Male,PhD,93588,4936,353,39578,48,1,Good,Unemployed,Mortgaged,Married,1
32,Male,Master,118084,26745,508,1566,60,3,Good,Unemployed,Mortgaged,Married,1
21,Female,Bachelor,57638,34758,796,10268,48,5,Good,Self-Employed,Rented,Single,1
37,Female,Master,21147,22355,754,7682,36,7,Bad,Unemployed,Rented,Single,1
27,Male,Bachelor,22847,31619,379,12916,48,9,Bad,Unemployed,Rented,Married,0
40,Male,PhD,148499,8721,307,45609,36,5,Good,Employed,Rented,Married,1
58,Male,Master,105770,41957,390,45246,48,1,Bad,Employed,Owned,Married,1
51,Male,High School,80335,36477,645,8824,48,5,Good,Unemployed,Rented,Married,0
63,Female,Bachelor,104990,47334,650,12337,24,1,Average,Unemployed,Mortgaged,Married,1
65,Male,Master,53388,3178,509,1766,36,7,Bad,Unemployed,Mortgaged,Single,1
50,Female,High School,84347,34606,557,709,60,9,Bad,Self-Employed,Mortgaged,Married,1
51,Female,High School,119267,30630,340,21221,12,6,Bad,Unemployed,Rented,Married,1
56,Male,High School,59983,47456,603,7026,60,4,Bad,Unemployed,Rented,Married,1
27,Female,High School,63820,10747,540,11973,48,6,Average,Employed,Mortgaged,Married,1
37,Male,Bachelor,136830,22318,833,23242,60,1,Average,Unemployed,Mortgaged,Divorced,1
18,Male,Master,46076,27619,544,30266,48,4,Bad,Employed,Rented,Married,1
30,Male,High School,50752,43393,603,9505,48,6,Average,Unemployed,Owned,Divorced,1
18,Female,Master,80533,9104,834,20404,12,2,Good,Self-Employed,Mortgaged,Divorced,1
22,Female,Master,36003,48746,410,24207,24,3,Average,Unemployed,Rented,Married,0
33,Male,PhD,92954,8338,429,36717,24,4,Good,Unemployed,Mortgaged,Married,1
32,Female,Master,37710,2168,661,2631,12,6,Bad,Employed,Rented,Divorced,0
66,Female,Bachelor,85657,16187,559,6627,60,3,Good,Employed,Rented,Married,1
45,Female,Bachelor,57081,32073,830,48266,36,1,Good,Employed,Owned,Divorced,0
48,Female,High School,70228,1947,513,32173,12,6,Average,Unemployed,Owned,Divorced,1
40,Female,Master,113309,33928,352,10650,48,8,Bad,Self-Employed,Owned,Single,1
65,Male,Bachelor,103102,30135,489,39493,24,8,Average,Employed,Owned,Married,0
62,Female,Bachelor,132286,12323,790,40212,24,4,Average,Unemployed,Mortgaged,Divorced,1
60,Female,Bachelor,119098,15550,443,16045,60,6,Bad,Unemployed,Owned,Divorced,1
34,Male,High School,128120,3627,479,27212,36,1,Bad,Unemployed,Owned,Married,0
66,Female,Bachelor,40655,17232,818,23187,12,6,Average,Employed,Mortgaged,Divorced,1
51,Female,Master,28483,19919,367,23589,48,1,Average,Unemployed,Owned,Married,1
30,Female,Bachelor,118224,19656,407,48335,48,4,Good,Unemployed,Owned,Single,0
31,Male,Bachelor,60094,17544,484,34496,36,9,Good,Employed,Mortgaged,Married,1
28,Female,High School,61450,23982,450,26630,60,6,Average,Unemployed,Rented,Single,0
45,Female,Master,137496,20566,774,11254,36,4,Average,Unemployed,Mortgaged,Married,0
59,Male,Bachelor,138116,15880,401,4711,60,4,Average,Self-Employed,Rented,Single,1
49,Male,Master,45209,12936,438,36686,60,4,Average,Unemployed,Rented,Divorced,1
52,Female,Master,66316,31748,687,35716,12,7,Average,Self-Employed,Mortgaged,Single,1
48,Male,Bachelor,138187,19411,788,4894,12,9,Bad,Employed,Mortgaged,Married,1
34,Male,High School,38556,13198,357,30948,48,6,Average,Employed,Owned,Divorced,1
64,Male,Master,47962,9376,387,46065,24,7,Average,Self-Employed,Owned,Divorced,1
26,Female,PhD,35638,2896,421,28255,60,4,Good,Self-Employed,Mortgaged,Married,1
27,Female,Bachelor,58754,45255,543,20767,48,5,Bad,Self-Employed,Owned,Married,0
25,Male,Master,122211,36172,366,34275,24,9,Good,Unemployed,Owned,Divorced,1
38,Male,Master,106619,19923,593,41671,48,8,Average,Unemployed,Mortgaged,Divorced,1
30,Male,Master,92617,18116,429,5728,60,2,Average,Self-Employed,Rented,Married,1
67,Male,Bachelor,74376,10813,339,8597,24,8,Average,Self-Employed,Rented,Divorced,1
22,Female,PhD,33353,34345,511,47555,36,3,Average,Self-Employed,Rented,Divorced,0
23,Male,Master,105388,42337,355,4570,12,2,Average,Employed,Mortgaged,Married,0
47,Female,Master,91296,21232,590,4393,12,2,Bad,Unemployed,Rented,Single,1
48,Male,High School,33771,18692,651,44036,24,4,Bad,Unemployed,Rented,Married,1
34,Female,Bachelor,86026,13384,421,9955,24,1,Bad,Employed,Mortgaged,Divorced,1
28,Female,Bachelor,147540,34609,394,15559,60,5,Bad,Unemployed,Rented,Divorced,1
37,Male,Master,24263,40021,727,20357,24,7,Bad,Self-Employed,Rented,Divorced,1
65,Female,High School,27769,46108,748,9704,12,2,Good,Unemployed,Owned,Divorced,1
26,Female,Master,45334,27278,643,30991,60,5,Good,Self-Employed,Rented,Divorced,1
19,Female,Master,103117,11827,847,17679,48,4,Bad,Employed,Owned,Divorced,0
54,Male,Bachelor,52749,20769,302,21908,12,6,Average,Employed,Rented,Single,1
18,Female,High School,31635,5821,329,45640,36,1,Average,Unemployed,Rented,Divorced,1
21,Female,Master,85110,18797,554,6392,60,1,Average,Self-Employed,Owned,Married,0
53,Male,Bachelor,21904,1044,344,49122,36,2,Bad,Self-Employed,Rented,Single,1
42,Male,Master,90805,30607,476,36640,24,4,Bad,Unemployed,Owned,Divorced,1
20,Female,Master,50968,19070,521,33688,48,1,Average,Employed,Owned,Married,0
26,Female,High School,21650,6236,421,2757,24,5,Good,Self-Employed,Mortgaged,Single,0
39,Male,High School,32467,27745,574,32551,12,6,Good,Unemployed,Rented,Married,1
40,Male,High School,121495,7625,611,6579,48,4,Good,Self-Employed,Mortgaged,Divorced,1
29,Female,Master,118331,28817,717,33329,12,7,Good,Self-Employed,Owned,Married,0
27,Female,PhD,66900,20109,628,39241,48,5,Average,Self-Employed,Rented,Single,1
51,Male,High School,108180,26999,402,43210,36,9,Good,Unemployed,Rented,Married,0
60,Male,PhD,55518,41777,581,25806,12,9,Bad,Employed,Owned,Married,0
27,Female,PhD,112816,5014,544,8054,12,4,Bad,Employed,Owned,Divorced,1
47,Female,PhD,88415,39548,432,8870,24,6,Bad,Employed,Rented,Married,1
39,Male,Bachelor,24357,5595,640,6109,60,2,Good,Unemployed,Rented,Single,1
23,Female,Master,113837,42033,321,24117,12,2,Bad,Unemployed,Mortgaged,Single,0
67,Female,High School,30865,40060,449,14508,48,3,Bad,Employed,Rented,Divorced,1
19,Female,Master,134559,2560,466,25604,24,2,Bad,Unemployed,Owned,Divorced,1
47,Female,Master,88368,12324,644,1910,60,9,Bad,Employed,Mortgaged,Married,1
19,Male,Bachelor,121413,27465,760,15222,12,4,Average,Employed,Mortgaged,Single,1
49,Male,Bachelor,114404,30749,559,44059,36,5,Good,Unemployed,Owned,Divorced,1
59,Female,Bachelor,146476,26822,499,41795,24,2,Good,Self-Employed,Rented,Single,1
33,Female,Master,81039,12994,304,16690,36,8,Good,Self-Employed,Rented,Married,1
29,Female,PhD,127956,17856,599,29812,48,8,Average,Unemployed,Mortgaged,Divorced,1
18,Female,Master,116939,35985,835,23334,24,7,Good,Unemployed,Owned,Single,1
25,Male,Bachelor,91294,26276,535,48887,24,7,Average,Employed,Mortgaged,Single,1
65,Female,Master,22921,44039,839,46276,24,7,Bad,Self-Employed,Mortgaged,Single,1
67,Female,Bachelor,119737,17436,451,49862,60,8,Average,Self-Employed,Rented,Married,0
30,Male,Bachelor,24428,3987,545,10359,60,4,Good,Employed,Rented,Single,1
32,Male,High School,126002,9330,304,5530,12,6,Average,Employed,Owned,Divorced,0
61,Female,PhD,93647,26973,312,16455,36,8,Average,Self-Employed,Mortgaged,Married,1
25,Male,Bachelor,138224,19521,764,21028,12,8,Bad,Employed,Owned,Married,1
27,Male,High School,108783,34595,585,940,36,4,Average,Self-Employed,Owned,Divorced,1
63,Female,PhD,135869,11275,638,31465,12,1,Average,Unemployed,Rented,Divorced,0
22,Female,Bachelor,133823,25548,513,23004,24,2,Average,Unemployed,Mortgaged,Married,0
67,Male,PhD,72557,49119,412,28292,24,4,Average,Self-Employed,Mortgaged,Single,1
36,Female,PhD,115983,28552,637,9346,36,9,Good,Self-Employed,Owned,Married,1
64,Male,Master,134039,30225,389,13034,24,3,Bad,Employed,Owned,Divorced,1
55,Male,High School,32366,38603,775,7004,12,5,Average,Unemployed,Owned,Married,1
28,Male,PhD,66923,29940,329,1167,60,1,Bad,Self-Employed,Mortgaged,Divorced,0
60,Female,Master,50564,46965,839,39427,48,5,Bad,Employed,Rented,Married,1
37,Female,PhD,138602,9377,767,43897,12,1,Good,Self-Employed,Owned,Divorced,1
37,Male,Master,130788,4442,687,47951,36,6,Average,Unemployed,Owned,Married,1
38,Male,Bachelor,146071,8402,656,48531,24,1,Average,Self-Employed,Mortgaged,Single,1
35,Female,Bachelor,95511,36961,845,43460,48,2,Good,Self-Employed,Rented,Divorced,1
67,Male,Master,138410,32143,758,21260,48,9,Good,Self-Employed,Rented,Divorced,1
27,Male,Bachelor,130817,5928,770,4122,24,3,Good,Self-Employed,Rented,Single,0
51,Female,Bachelor,22642,10604,526,47649,12,9,Bad,Self-Employed,Owned,Single,1
43,Female,Bachelor,125881,49029,490,19394,24,4,Average,Unemployed,Mortgaged,Single,0
47,Female,PhD,33849,28764,301,24935,60,5,Average,Employed,Mortgaged,Single,1
26,Female,Master,122015,14777,417,34661,36,7,Average,Unemployed,Rented,Single,1
63,Male,High School,39344,41364,607,24358,24,4,Good,Employed,Mortgaged,Single,1
68,Female,High School,41214,26591,314,8069,12,6,Bad,Employed,Rented,Married,1
48,Female,Master,58226,5537,723,7137,60,9,Bad,Unemployed,Owned,Married,0
59,Male,PhD,111691,32905,778,18439,60,8,Good,Self-Employed,Mortgaged,Married,0
21,Male,Bachelor,136307,47700,395,36682,12,1,Average,Employed,Rented,Divorced,0
23,Male,Bachelor,42522,39413,354,6776,36,6,Average,Self-Employed,Mortgaged,Divorced,1
31,Female,PhD,145846,5261,577,24563,48,9,Bad,Unemployed,Owned,Single,1
21,Male,High School,26680,35703,712,3889,60,3,Bad,Employed,Owned,Divorced,1
43,Female,Master,32507,27044,544,13055,12,3,Average,Employed,Mortgaged,Married,1
64,Male,Master,137028,38306,695,7236,60,5,Good,Unemployed,Mortgaged,Married,1
65,Female,PhD,94955,5426,770,11718,48,9,Good,Unemployed,Owned,Divorced,1
56,Male,Bachelor,69007,2358,337,39635,12,3,Bad,Self-Employed,Owned,Married,0
34,Female,Bachelor,136416,14423,439,42371,60,5,Good,Unemployed,Mortgaged,Married,1
36,Female,Bachelor,138273,35537,482,29173,12,5,Good,Self-Employed,Rented,Divorced,1
68,Male,Master,69353,28337,512,1471,12,8,Average,Employed,Rented,Married,1
66,Male,High School,124289,26765,425,31856,48,2,Average,Self-Employed,Rented,Married,1
23,Female,Master,108095,47493,439,7908,12,8,Good,Employed,Owned,Divorced,0
46,Male,PhD,88696,18576,778,4347,36,1,Bad,Employed,Owned,Divorced,0
28,Female,Master,64233,36584,820,16408,60,5,Average,Employed,Owned,Divorced,1
33,Female,PhD,70865,40035,762,40424,24,3,Average,Unemployed,Rented,Single,1
47,Female,Master,27872,29197,331,37580,36,5,Average,Self-Employed,Rented,Married,1
42,Male,High School,27839,24409,534,13358,36,9,Bad,Self-Employed,Rented,Married,1
57,Female,PhD,35652,5856,372,34863,12,1,Average,Self-Employed,Owned,Married,1
28,Female,Bachelor,26859,31444,771,31564,36,6,Average,Self-Employed,Owned,Divorced,1
24,Female,Bachelor,53520,22601,591,43585,36,6,Good,Employed,Rented,Married,0
43,Female,Master,98840,49187,587,24481,36,7,Bad,Employed,Mortgaged,Single,1
39,Male,Master,69266,18426,512,10354,12,5,Good,Self-Employed,Owned,Married,1
42,Male,High School,133361,22627,466,11970,36,7,Good,Unemployed,Owned,Married,1
36,Female,High School,140029,42185,348,5941,24,2,Good,Unemployed,Mortgaged,Married,1
48,Male,Bachelor,89516,11170,520,44104,36,2,Good,Unemployed,Owned,Divorced,1
43,Male,Master,59093,7755,701,25744,12,8,Good,Self-Employed,Owned,Divorced,1
59,Female,PhD,71970,23851,588,40612,12,6,Good,Employed,Mortgaged,Divorced,0
58,Male,High School,69620,37745,478,24400,48,5,Average,Unemployed,Mortgaged,Divorced,1
53,Male,PhD,20425,30712,470,22794,48,3,Bad,Unemployed,Owned,Divorced,1
40,Male,PhD,93677,13023,303,32118,24,4,Good,Unemployed,Owned,Single,1
64,Male,High School,70727,35651,635,11049,60,8,Bad,Self-Employed,Mortgaged,Married,1
30,Male,Master,95593,1540,494,39151,48,7,Bad,Employed,Mortgaged,Single,1
42,Male,PhD,69985,9837,763,43400,36,9,Average,Employed,Mortgaged,Divorced,0
19,Female,Master,117339,22185,766,20035,12,3,Bad,Self-Employed,Rented,Single,1
19,Male,PhD,67084,38494,643,7559,48,6,Bad,Employed,Mortgaged,Married,1
33,Female,Master,133124,24406,507,9699,12,7,Bad,Employed,Mortgaged,Divorced,1
26,Female,Master,89642,10046,802,13517,36,2,Bad,Unemployed,Rented,Divorced,1
45,Female,Master,105623,40402,429,8580,12,4,Average,Employed,Rented,Married,0
30,Male,Master,21408,34172,300,1535,12,1,Average,Self-Employed,Mortgaged,Divorced,1
52,Male,High School,105401,41579,786,48320,48,4,Good,Employed,Owned,Single,1
58,Female,PhD,75337,40786,747,24899,12,2,Bad,Unemployed,Rented,Married,0
30,Female,Master,124125,26095,622,15183,36,7,Bad,Unemployed,Mortgaged,Divorced,0
48,Female,Bachelor,128666,31341,323,40507,24,1,Average,Self-Employed,Owned,Divorced,1
38,Male,PhD,59612,12132,676,9131,12,6,Average,Employed,Owned,Married,0
49,Male,PhD,59163,35175,455,21281,12,3,Average,Employed,Mortgaged,Divorced,1
51,Male,Master,147948,10012,571,31568,36,8,Bad,Unemployed,Mortgaged,Single,1
25,Female,PhD,127099,8030,392,21100,60,8,Average,Employed,Rented,Divorced,1
58,Male,Bachelor,35843,45634,823,34053,36,7,Bad,Unemployed,Owned,Married,0
65,Male,Bachelor,69364,21914,420,14823,48,7,Average,Self-Employed,Owned,Divorced,1
19,Female,Bachelor,48477,8928,751,19486,48,1,Bad,Employed,Owned,Divorced,1
55,Male,PhD,117993,33739,621,45763,24,9,Good,Unemployed,Mortgaged,Divorced,0
49,Female,PhD,141099,13027,330,7117,12,3,Average,Self-Employed,Mortgaged,Married,1
57,Male,Master,133645,7206,733,21193,24,8,Good,Employed,Mortgaged,Divorced,1
45,Female,PhD,81082,28863,428,1858,24,2,Average,Unemployed,Owned,Divorced,1
54,Male,PhD,47330,19565,752,43584,12,1,Average,Unemployed,Rented,Single,1
58,Female,Master,114747,32677,735,42633,12,1,Bad,Employed,Owned,Single,1
18,Male,Bachelor,57569,30290,806,31471,36,8,Good,Self-Employed,Mortgaged,Married,1
58,Female,Master,118203,37000,616,44079,24,9,Bad,Employed,Owned,Single,1
27,Female,High School,68114,49385,763,712,24,3,Bad,Unemployed,Mortgaged,Married,1
21,Male,PhD,87294,26000,627,8242,48,7,Bad,Unemployed,Owned,Married,0
52,Male,PhD,84106,34125,408,21477,24,2,Bad,Self-Employed,Owned,Divorced,0
27,Female,High School,58548,12638,825,30987,36,8,Average,Self-Employed,Mortgaged,Single,0
64,Male,High School,82598,18978,774,41488,60,3,Bad,Self-Employed,Rented,Single,1
28,Female,High School,114705,26586,691,36212,24,5,Average,Self-Employed,Owned,Single,1
31,Female,Master,31260,10225,412,29039,36,7,Average,Self-Employed,Owned,Single,1
55,Male,Bachelor,52350,26437,585,40948,36,9,Bad,Unemployed,Mortgaged,Single,0
29,Male,Master,61741,32238,646,6716,60,1,Average,Unemployed,Mortgaged,Divorced,1
62,Male,High School,118214,17732,560,4239,36,5,Good,Self-Employed,Mortgaged,Single,1
34,Female,Master,148885,29353,606,32901,48,1,Good,Unemployed,Owned,Divorced,1
33,Female,PhD,65181,49531,333,14830,60,2,Good,Employed,Rented,Divorced,1
52,Male,Master,146310,2658,468,23079,48,4,Good,Self-Employed,Mortgaged,Single,1
19,Female,High School,103446,26150,644,26078,24,3,Average,Employed,Mortgaged,Married,1
28,Female,PhD,20840,14315,445,9941,24,5,Average,Self-Employed,Mortgaged,Married,1
58,Male,Bachelor,82422,19203,831,43083,36,6,Good,Unemployed,Owned,Single,0
20,Female,Master,37725,39649,837,15921,36,1,Good,Self-Employed,Owned,Married,1
46,Female,Master,32299,40423,545,23046,60,9,Good,Unemployed,Rented,Married,1
35,Female,High School,70652,42890,640,14581,24,2,Good,Unemployed,Rented,Divorced,1
37,Male,Bachelor,115525,21392,380,8377,12,8,Average,Unemployed,Rented,Single,0
64,Male,PhD,110041,7043,490,29482,36,9,Good,Unemployed,Rented,Single,1
31,Female,High School,91095,17867,582,23550,60,1,Good,Self-Employed,Owned,Divorced,0
51,Male,High School,124230,37680,788,25069,36,2,Bad,Employed,Owned,Single,1
66,Female,Master,52597,1357,334,41191,60,3,Bad,Self-Employed,Rented,Divorced,1
48,Male,Bachelor,28707,46440,593,584,24,9,Average,Unemployed,Mortgaged,Married,0
57,Female,High School,68943,25829,341,24841,36,3,Good,Self-Employed,Rented,Married,1
59,Female,Master,129958,42794,469,5366,36,6,Good,Employed,Owned,Divorced,1
35,Female,PhD,83803,34958,693,46822,12,9,Bad,Self-Employed,Rented,Single,1
47,Female,High School,132295,31408,487,13192,24,7,Good,Unemployed,Rented,Single,0
42,Male,PhD,129575,27279,595,3614,60,6,Good,Unemployed,Mortgaged,Married,1
36,Female,PhD,125979,30467,684,4172,12,2,Good,Unemployed,Rented,Single,1
25,Female,Master,127643,38332,363,29679,60,6,Bad,Self-Employed,Owned,Divorced,1
45,Male,Bachelor,113555,42452,380,6424,36,1,Bad,Self-Employed,Mortgaged,Single,1
25,Male,PhD,108377,30591,484,34641,48,7,Good,Employed,Owned,Divorced,1
48,Female,High School,105176,4409,760,42923,36,6,Good,Employed,Mortgaged,Married,1
20,Female,Bachelor,120898,12319,644,26650,24,8,Good,Employed,Rented,Single,0
20,Male,Bachelor,121960,27696,837,5511,60,2,Good,Unemployed,Mortgaged,Married,1
61,Female,Master,118162,42011,537,39220,12,1,Average,Self-Employed,Rented,Married,1
39,Female,High School,95276,25837,595,30494,36,9,Bad,Self-Employed,Mortgaged,Single,0
34,Female,High School,136774,28578,786,28109,60,9,Average,Unemployed,Rented,Married,1
53,Female,Master,23155,2908,668,12808,12,7,Average,Unemployed,Mortgaged,Married,1
34,Female,Master,43572,33523,598,30205,36,1,Average,Employed,Rented,Divorced,1
31,Female,Bachelor,141084,4646,389,19536,48,2,Average,Unemployed,Owned,Married,1
68,Female,PhD,79694,14832,739,28327,48,9,Good,Unemployed,Mortgaged,Single,1
26,Female,PhD,86514,19761,828,796,36,5,Good,Unemployed,Mortgaged,Single,0
47,Female,PhD,96033,12586,387,1630,24,2,Good,Employed,Owned,Married,0
38,Male,PhD,64843,21720,323,9408,48,5,Good,Unemployed,Owned,Divorced,1
29,Male,High School,104967,6404,631,24481,60,1,Bad,Employed,Mortgaged,Married,1
54,Male,High School,55357,23342,357,13423,24,5,Bad,Self-Employed,Owned,Married,0
49,Female,Master,136694,2625,763,11876,24,7,Good,Unemployed,Owned,Married,0
28,Female,Master,43167,33007,488,23404,36,8,Good,Unemployed,Owned,Divorced,1
37,Female,PhD,91478,39186,763,29218,60,3,Good,Employed,Owned,Divorced,1
52,Male,Master,38983,26804,521,16527,60,4,Good,Self-Employed,Owned,Divorced,1
64,Male,High School,55276,38154,652,9999,12,2,Good,Self-Employed,Rented,Single,0
63,Female,PhD,65279,7354,350,37694,48,1,Bad,Unemployed,Owned,Married,1
28,Male,PhD,79483,35157,387,9553,48,8,Bad,Self-Employed,Owned,Divorced,0
69,Male,High School,143159,18871,521,24702,24,7,Good,Employed,Rented,Single,0
25,Female,Bachelor,103113,48425,787,47888,24,8,Bad,Employed,Owned,Married,0
21,Female,PhD,91451,10108,466,48357,36,5,Bad,Employed,Owned,Married,1
44,Male,Master,111869,11333,400,49067,60,5,Average,Employed,Mortgaged,Divorced,0
61,Female,Bachelor,22045,19270,723,48876,48,1,Good,Employed,Mortgaged,Divorced,0
57,Male,High School,109716,35984,824,21695,12,9,Good,Self-Employed,Mortgaged,Divorced,1
55,Male,Bachelor,126743,18704,446,42557,48,3,Bad,Self-Employed,Rented,Divorced,1
64,Male,Bachelor,62344,17304,561,23146,48,1,Bad,Unemployed,Mortgaged,Divorced,1
47,Female,PhD,29564,25290,445,18198,48,4,Bad,Unemployed,Owned,Single,1
61,Male,Bachelor,31105,15433,787,42407,24,4,Bad,Self-Employed,Mortgaged,Single,1
65,Male,Master,76754,33448,820,41239,60,8,Good,Self-Employed,Owned,Married,1
65,Female,PhD,134069,33521,380,22336,60,5,Bad,Unemployed,Owned,Divorced,1
44,Female,High School,40056,5445,425,45613,48,5,Bad,Unemployed,Owned,Married,1
38,Male,Master,83565,38599,438,37863,60,1,Good,Employed,Rented,Divorced,0
69,Female,PhD,133097,11818,438,42190,36,4,Bad,Self-Employed,Rented,Single,0
37,Female,Bachelor,67689,25201,371,32987,24,8,Average,Self-Employed,Owned,Married,1
21,Male,Master,52135,7984,544,11535,24,8,Good,Self-Employed,Owned,Single,0
28,Female,PhD,125485,42360,509,21461,60,4,Bad,Self-Employed,Rented,Married,1
30,Male,PhD,52812,1750,493,6088,48,3,Bad,Employed,Mortgaged,Divorced,0
26,Female,High School,136773,47530,837,49977,48,4,Good,Self-Employed,Mortgaged,Married,1
21,Female,PhD,90047,6594,631,24114,48,6,Bad,Employed,Mortgaged,Married,1
29,Male,High School,42772,14730,810,24231,60,3,Average,Self-Employed,Mortgaged,Married,1
26,Male,Bachelor,100957,8171,592,12621,48,3,Average,Unemployed,Owned,Married,1
30,Female,PhD,112652,32088,335,20119,60,9,Good,Self-Employed,Mortgaged,Single,1
65,Female,PhD,27775,21069,827,10075,12,3,Average,Unemployed,Owned,Single,1
43,Female,Bachelor,112482,30814,377,11973,60,1,Good,Unemployed,Owned,Divorced,1
55,Male,PhD,74523,47070,320,20957,36,3,Average,Self-Employed,Rented,Married,0
59,Female,PhD,30707,11210,544,16743,48,8,Good,Employed,Mortgaged,Single,1
30,Male,Master,33372,43605,694,9246,48,9,Bad,Self-Employed,Mortgaged,Divorced,1
56,Female,High School,126252,37255,353,27546,24,4,Bad,Self-Employed,Rented,Single,1
45,Female,PhD,115350,10005,392,44664,60,6,Good,Self-Employed,Rented,Single,1
36,Female,PhD,81526,31825,592,15565,12,8,Average,Self-Employed,Owned,Single,1
41,Female,High School,85106,16705,675,25278,48,7,Good,Self-Employed,Mortgaged,Divorced,1
36,Female,Master,108143,36937,475,21669,24,8,Bad,Unemployed,Owned,Married,1
66,Male,High School,73475,34791,489,32710,60,3,Good,Self-Employed,Mortgaged,Single,0
30,Male,PhD,141314,10701,491,2087,24,4,Bad,Self-Employed,Mortgaged,Married,1
30,Male,Bachelor,148814,27614,367,33720,12,1,Good,Self-Employed,Owned,Married,1
45,Female,Bachelor,143502,15666,623,14394,60,4,Good,Employed,Rented,Single,0
19,Male,Master,77201,49569,454,36342,48,5,Average,Unemployed,Mortgaged,Married,1
27,Male,Master,47957,6239,753,1612,60,2,Bad,Employed,Mortgaged,Married,1
39,Female,PhD,115814,17212,525,16765,48,1,Good,Employed,Rented,Married,1
30,Female,Master,76243,19730,532,34342,36,5,Good,Unemployed,Rented,Divorced,1
26,Male,PhD,143364,1855,807,36792,48,8,Average,Self-Employed,Owned,Divorced,1
50,Male,Bachelor,129383,10358,403,21651,24,8,Good,Unemployed,Owned,Single,1
31,Male,Master,93752,5038,765,9171,12,9,Good,Unemployed,Rented,Single,1
65,Male,PhD,95542,43932,727,36586,60,8,Good,Self-Employed,Owned,Single,1
37,Male,High School,53993,21071,741,3433,36,7,Average,Unemployed,Owned,Single,1
32,Male,Master,54016,18500,425,24734,36,1,Average,Self-Employed,Owned,Single,0
49,Male,PhD,45354,45328,335,37062,36,1,Average,Self-Employed,Mortgaged,Divorced,0
50,Female,PhD,68637,1733,537,19327,24,8,Good,Self-Employed,Mortgaged,Single,1
34,Male,High School,139714,31495,541,21138,48,5,Good,Unemployed,Rented,Single,1
41,Female,Bachelor,104762,36689,432,19396,36,6,Good,Self-Employed,Owned,Single,0
47,Female,High School,146580,45289,526,9865,12,4,Average,Employed,Mortgaged,Divorced,1
30,Female,PhD,124002,13809,702,23598,12,4,Good,Unemployed,Mortgaged,Married,1
64,Male,High School,103502,43666,695,44521,60,9,Good,Employed,Owned,Single,1
65,Male,High School,24848,14686,389,48935,12,8,Good,Employed,Owned,Divorced,1
33,Female,PhD,62673,4498,554,47077,48,4,Good,Employed,Owned,Married,1
19,Male,Bachelor,31783,43084,382,18780,48,7,Bad,Unemployed,Mortgaged,Divorced,0
34,Male,High School,84694,5717,799,24009,36,8,Average,Self-Employed,Rented,Married,1
49,Female,High School,131692,5854,608,16164,48,7,Good,Employed,Mortgaged,Divorced,1
60,Male,Master,81865,35626,831,30507,48,5,Good,Employed,Rented,Single,0
25,Female,Master,121442,44251,383,14797,36,1,Average,Self-Employed,Mortgaged,Married,1
69,Female,PhD,73907,15358,326,7186,60,6,Good,Self-Employed,Mortgaged,Divorced,0
20,Female,PhD,70669,22857,678,35562,48,8,Good,Employed,Owned,Married,1
29,Female,PhD,30924,36281,629,27822,48,6,Good,Employed,Owned,Single,1
37,Male,Master,90178,16584,692,7902,24,8,Bad,Unemployed,Rented,Single,1
33,Female,PhD,90732,5960,516,31033,60,6,Bad,Self-Employed,Mortgaged,Divorced,1
31,Male,High School,96691,37283,680,1855,36,2,Average,Self-Employed,Mortgaged,Single,1
33,Male,High School,97591,27576,807,1694,24,6,Average,Unemployed,Rented,Divorced,1
66,Male,Bachelor,40152,27373,582,34766,24,9,Good,Unemployed,Rented,Single,1
60,Male,PhD,124502,19700,513,36157,60,2,Good,Unemployed,Mortgaged,Divorced,0
66,Female,High School,28072,44540,455,1015,48,3,Good,Employed,Rented,Single,1
68,Female,High School,101501,48417,829,40066,36,9,Good,Unemployed,Owned,Married,1
50,Female,Bachelor,127992,35935,458,22436,60,7,Bad,Unemployed,Rented,Married,1
47,Female,High School,64687,20412,340,2171,24,1,Good,Employed,Mortgaged,Single,1
29,Female,Bachelor,117526,33224,804,33027,12,4,Average,Employed,Owned,Married,0
32,Male,Bachelor,41942,26719,818,14771,36,4,Average,Self-Employed,Owned,Married,0
35,Female,Master,128231,5231,304,32498,12,5,Bad,Employed,Mortgaged,Divorced,1
45,Male,High School,132363,20532,320,19655,48,7,Average,Self-Employed,Owned,Single,1
